2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:50:48.073524-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Normalization | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:48.073743-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Collate | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:48.257252-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Collate | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:48.257507-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Collate | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:48.352949-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Collate | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:48.353169-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitInspector | GtRlPackageLoadAction | GToolkit-Inspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler processNewUndeclaredWarning: ZnRequest>>gtJsonFor: (JSONParser is Undeclared)
NewUndeclaredWarning: AbstractFileReference>>gtActionMaterializeXdFileFor: (XdReader is Undeclared)
NewUndeclaredWarning: AbstractFileReference>>gtActionMaterializeXdFileFor: (XdStreamingStrategy is Undeclared)
NewUndeclaredWarning: AbstractFileReference>>gtJsonFor: (JSONParser is Undeclared)
NewUndeclaredWarning: ProtoObject>>gtActionInspectFor: (GtWorldUtility is Undeclared)
NewUndeclaredWarning: ZnLogEvent>>gtDetails (ZTimestampFormat is Undeclared)
NewUndeclaredWarning: BlDevScripterStep>>paintTreeWith: (GtGradWestHierarchicalLayout is Undeclared)
NewUndeclaredWarning: BlDevScripterStep>>paintTreeWith: (GtGradHierarchicalLayoutRootAlignment is Undeclared)
NewUndeclaredWarning: GtVirtualMachine>>gtVirtualMachineInfoJsonFor: (JSONParser is Undeclared)
NewUndeclaredWarning: ZipFileMember>>gtJsonFor: (JSONParser is Undeclared)
NewUndeclaredWarning: GtOmbuSessions>>gtItemsFor: (GtEpiceaLog is Undeclared)
NewUndeclaredWarning: GtPlaygroundToolRegistryAdaptor class>>open (GtPlaygroundStencil is Undeclared)
NewUndeclaredWarning: GtWorldMenu class>>openTour (LeCoderCommentElement is Undeclared)
NewUndeclaredWarning: GtWorldMenu class>>openWorld (GtWorld is Undeclared)
NewUndeclaredWarning: BlMatrix>>gtMatrixFor: (GLMBlocMatrixElement is Undeclared)
NewUndeclaredWarning: ZnResponse>>gtJsonFor: (JSONParser is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterDataGroup is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterDataGroupWithLabel is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterDataGroupWithColor is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterLinearScale is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterLinearScale is Undeclared)
NewUndeclaredWarning: MessageTally>>gtGroupedByMethodFor: (GtPlotterHorizontalBarChart is Undeclared)
NewUndeclaredWarning: DebugSession>>gtViewLiveDebuggerFor: (GtPharoDebuggerElement is Undeclared)
NewUndeclaredWarning: DebugSession>>gtViewLiveDebuggerFor: (GtPharoDebuggerElement is Undeclared)

2023-11-24T15:50:50.193727-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitInspector | GtRlPackageLoadAction | GToolkit-Inspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:50:50.194479-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler processNewUndeclaredWarning: Exception>>gtDebuggingExtensionConfiguration (GtMoldableExceptionDebugingExtensionConfiguration is Undeclared)
NewUndeclaredWarning: Exception>>gtDebuggingTransformationsSettings (GtMoldableExceptionTransformationsSettings is Undeclared)
NewUndeclaredWarning: Exception>>gtDefaultDebuggerExtensionConfiguration (GtMoldableExceptionDefaultDebuggerConfiguration is Undeclared)
NewUndeclaredWarning: GtDebuggerPlaygroundElement>>databasesRegistry (LeDatabasesRegistry is Undeclared)
NewUndeclaredWarning: GtDebuggerPlaygroundElement>>initializePageElement (LePageToolContentTreeElement is Undeclared)
NewUndeclaredWarning: GtDebuggerPlaygroundElement>>targetPage (LePage is Undeclared)
NewUndeclaredWarning: GtDebuggerPlaygroundElement>>targetPage (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>debuggerExtensionOn_exampleExceptionWithDebuggingView (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering2 (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering2 (GtMoldableExceptionDebuggingElement is Undeclared)
NewUndeclaredWarning: GtExceptionsWithExtensionsExamples>>fullDebuggerOn_exampleExceptionWithDebuggingView_scripterRendering2 (GtMoldableExceptionDebuggingElement is Undeclared)

2023-11-24T15:50:51.246453-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.246731-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger-MoldableExceptions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.401445-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger-MoldableExceptions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.401718-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger-Emergency | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler processNewUndeclaredWarning: GtEmergencyDebugger>>openInGluitinWindow (PixelsWorld is Undeclared)

2023-11-24T15:50:51.498886-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitDebugger | GtRlPackageLoadAction | GToolkit-Debugger-Emergency | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.499702-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitDebuggerExtensions | GtRlPackageLoadAction | GToolkit-DebuggerExtensions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.6088-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitDebuggerExtensions | GtRlPackageLoadAction | GToolkit-DebuggerExtensions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:50:51.609055-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitFileBrowser | GtRlPackageLoadAction | GToolkit-FileBrowser | github://feenkcom/gtoolkit-filebrowser:main/src | CommandLine handler process
2023-11-24T15:50:52.421708-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitFileBrowser | GtRlPackageLoadAction | GToolkit-FileBrowser | github://feenkcom/gtoolkit-filebrowser:main/src | CommandLine handler process
2023-11-24T15:50:52.422011-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:52.56734-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:52.567605-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Examples | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler processNewUndeclaredWarning: GtCSDocumentExamples>>documentWithFaceExample (LeTextSnippet is Undeclared)

2023-11-24T15:50:52.916304-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Examples | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:52.916623-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-BlocExtensions | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.019832-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-BlocExtensions | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.020099-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Extensions | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.12945-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Extensions | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.129709-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-UI | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.267043-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-UI | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.267299-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Experiments | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.353035-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-CognitiveServices-FaceAPI-Experiments | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.353253-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-AddressBook | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler processNewUndeclaredWarning: FileReference>>contactsFromFile (XMLDOMParser is Undeclared)

2023-11-24T15:50:53.73612-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitCognitiveServiceDemo | GtRlPackageLoadAction | GToolkit-Demo-AddressBook | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.736395-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitObjectNeuralNetworkDemo | GtRlPackageLoadAction | GToolkit-Demo-ObjectNeuralNetwork | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler processNewUndeclaredWarning: GtNnNetwork>>gtInspectorPaintNetworkIn: (GtGradTreeNodesCenterAlignment is Undeclared)

2023-11-24T15:50:53.873224-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitObjectNeuralNetworkDemo | GtRlPackageLoadAction | GToolkit-Demo-ObjectNeuralNetwork | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:50:53.873509-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Core | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.125214-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Core | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.125482-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Core | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.192537-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Core | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.192624-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Tests | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.472522-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Tests | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.472784-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Tests | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.529106-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Tests | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.529278-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Examples | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.62155-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | NeoJSON | GtRlPackageLoadAction | Neo-JSON-Pharo-Examples | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:50:54.621809-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | JSONParser | GtRlPackageLoadAction | SmaCC_JSON_Parser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:50:54.780199-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | JSONParser | GtRlPackageLoadAction | SmaCC_JSON_Parser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:50:54.780432-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Json | GtRlPackageLoadAction | GToolkit4Json | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:50:55.53317-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Json | GtRlPackageLoadAction | GToolkit4Json | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:50:55.533487-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.623719-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.623875-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-MemoryTraversal | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.710148-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-MemoryTraversal | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.710221-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-Examples | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.781515-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-Examples | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.781591-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-Tests | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.853069-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | DeepTraverser | GtRlPackageLoadAction | DeepTraverser-Tests | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:50:55.853128-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitReleaser | GtRlPackageLoadAction | GToolkit-Releaser-BaselineModel | github://feenkcom/gtoolkit-releaser:main/src | CommandLine handler process
